user_id,event_time,event_name,device,acquisition_channel,course_category,signup_date
U0026,2026-09-09 14:17:00,visit,mobile,ad,business,2026-09-09
U0026,2026-09-09 14:22:00,view_course,mobile,ad,business,2026-09-09
U0074,2026-09-09 14:29:00,visit,mobile,search,programming,2026-09-08
U0110,2026-09-09 14:45:00,visit,mobile,search,business,2026-09-09
U0110,2026-09-09 14:46:00,view_course,mobile,search,business,2026-09-09
U0206,2026-09-09 14:46:00,visit,pc,ad,programming,2026-09-08
U0206,2026-09-09 14:47:00,view_course,pc,ad,programming,2026-09-08
U0050,2026-09-09 14:50:00,visit,mobile,ad,business,2026-09-09
U0050,2026-09-09 14:54:00,view_course,mobile,ad,business,2026-09-09
U0110,2026-09-09 14:54:00,start_trial,mobile,search,business,2026-09-09
U0050,2026-09-09 15:01:00,view_course,mobile,ad,business,2026-09-09
U0050,2026-09-09 15:11:00,start_trial,mobile,ad,business,2026-09-09
U0110,2026-09-09 15:17:00,start_lesson,mobile,search,business,2026-09-09
U0146,2026-09-09 15:31:00,visit,mobile,search,data,2026-09-09
U0050,2026-09-09 15:32:00,start_lesson,mobile,ad,business,2026-09-09
U0046,2026-09-09 15:33:00,visit,mobile,referral,data,2026-09-09
U0218,2026-09-09 15:41:00,visit,pc,referral,programming,2026-09-09
U0146,2026-09-09 15:42:00,view_course,mobile,search,data,2026-09-09
U0218,2026-09-09 15:45:00,view_course,pc,referral,programming,2026-09-09
U0218,2026-09-09 15:59:00,start_trial,pc,referral,programming,2026-09-09
U0146,2026-09-09 16:01:00,start_trial,mobile,search,data,2026-09-09
U0050,2026-09-09 16:04:00,complete_lesson,mobile,ad,business,2026-09-09
U0218,2026-09-09 16:09:00,start_lesson,pc,referral,programming,2026-09-09
U0050,2026-09-09 16:27:00,subscribe,mobile,ad,business,2026-09-09
U0062,2026-09-09 16:52:00,visit,mobile,ad,business,2026-09-09
U0218,2026-09-09 16:58:00,complete_lesson,pc,referral,programming,2026-09-09
U0062,2026-09-09 17:00:00,view_course,mobile,ad,business,2026-09-09
U0062,2026-09-09 17:07:00,start_trial,mobile,ad,business,2026-09-09
U0062,2026-09-09 17:11:00,view_course,mobile,ad,business,2026-09-09
U0162,2026-09-09 17:29:00,visit,mobile,referral,business,2026-09-08
U0078,2026-09-09 17:42:00,visit,mobile,search,data,2026-09-08
U0162,2026-09-09 17:43:00,view_course,mobile,referral,business,2026-09-08
U0078,2026-09-09 18:09:00,start_lesson,mobile,search,data,2026-09-08
U0186,2026-09-09 18:14:00,visit,mobile,ad,data,2026-09-09
U0186,2026-09-09 18:28:00,view_course,mobile,ad,data,2026-09-09
U0186,2026-09-09 18:39:00,view_course,mobile,ad,data,2026-09-09
U0149,2026-09-09 19:42:00,visit,mobile,search,programming,2026-09-02
U0086,2026-09-09 19:43:00,visit,mobile,ad,business,2026-09-09
U0149,2026-09-09 19:50:00,view_course,mobile,search,programming,2026-09-02
U0086,2026-09-09 19:52:00,view_course,mobile,ad,business,2026-09-09
U0002,2026-09-09 19:53:00,visit,mobile,search,programming,2026-09-09
U0002,2026-09-09 19:54:00,view_course,mobile,search,programming,2026-09-09
U0086,2026-09-09 19:56:00,start_trial,mobile,ad,business,2026-09-09
U0149,2026-09-09 20:00:00,start_lesson,mobile,search,programming,2026-09-02
U0258,2026-09-09 20:02:00,visit,mobile,referral,data,2026-09-09
U0258,2026-09-09 20:10:00,view_course,mobile,referral,data,2026-09-09
U0065,2026-09-09 20:11:00,visit,pc,ad,business,2026-09-02
U0065,2026-09-09 20:24:00,view_course,pc,ad,business,2026-09-02
U0230,2026-09-09 20:47:00,visit,mobile,search,data,2026-09-09
U0166,2026-09-09 21:13:00,visit,pc,referral,data,2026-09-08
U0242,2026-09-09 21:22:00,visit,mobile,ad,data,2026-09-09
U0242,2026-09-09 21:29:00,view_course,mobile,ad,data,2026-09-09
U0166,2026-09-09 21:38:00,start_lesson,pc,referral,data,2026-09-08
U0242,2026-09-09 21:41:00,view_course,mobile,ad,data,2026-09-09
U0098,2026-09-09 21:42:00,visit,mobile,referral,data,2026-09-08
U0249,2026-09-09 21:47:00,visit,mobile,ad,data,2026-09-02
U0249,2026-09-09 21:48:00,view_course,mobile,ad,data,2026-09-02
U0098,2026-09-09 21:50:00,view_course,mobile,referral,data,2026-09-08
U0061,2026-09-10 07:27:00,visit,mobile,ad,business,2026-09-03
U0061,2026-09-10 07:48:00,start_lesson,mobile,ad,business,2026-09-03
U0034,2026-09-10 08:04:00,visit,pc,ad,data,2026-09-10
U0250,2026-09-10 08:14:00,visit,mobile,search,data,2026-09-10
U0250,2026-09-10 08:24:00,view_course,mobile,search,data,2026-09-10
U0250,2026-09-10 08:27:00,start_trial,mobile,search,data,2026-09-10
U0250,2026-09-10 08:47:00,start_lesson,mobile,search,data,2026-09-10
U0070,2026-09-10 09:12:00,visit,mobile,referral,programming,2026-09-09
U0070,2026-09-10 09:20:00,view_course,mobile,referral,programming,2026-09-09
U0250,2026-09-10 09:42:00,complete_lesson,mobile,search,data,2026-09-10
U0034,2026-09-10 10:04:00,share,pc,ad,data,2026-09-10
U0130,2026-09-10 11:07:00,visit,mobile,referral,programming,2026-09-10
U0130,2026-09-10 11:11:00,view_course,mobile,referral,programming,2026-09-10
U0130,2026-09-10 11:29:00,start_trial,mobile,referral,programming,2026-09-10
U0146,2026-09-10 11:31:00,share,mobile,search,data,2026-09-09
U0122,2026-09-10 11:57:00,visit,mobile,ad,data,2026-09-09
U0130,2026-09-10 11:58:00,start_lesson,mobile,referral,programming,2026-09-10
U0174,2026-09-10 11:59:00,visit,pc,search,programming,2026-09-10
U0174,2026-09-10 12:01:00,view_course,pc,search,programming,2026-09-10
U0122,2026-09-10 12:02:00,view_course,mobile,ad,data,2026-09-09
U0174,2026-09-10 12:13:00,start_trial,pc,search,programming,2026-09-10
U0130,2026-09-10 12:27:00,complete_lesson,mobile,referral,programming,2026-09-10
U0130,2026-09-10 12:28:00,subscribe,mobile,referral,programming,2026-09-10
U0138,2026-09-10 12:31:00,visit,mobile,ad,data,2026-09-09
U0174,2026-09-10 12:36:00,start_lesson,pc,search,programming,2026-09-10
U0158,2026-09-10 12:43:00,visit,mobile,ad,data,2026-09-09
U0158,2026-09-10 12:47:00,view_course,mobile,ad,data,2026-09-09
U0025,2026-09-10 13:12:00,visit,pc,ad,business,2026-09-03
U0170,2026-09-10 13:18:00,visit,mobile,ad,business,2026-09-10
U0170,2026-09-10 13:20:00,view_course,mobile,ad,business,2026-09-10
U0049,2026-09-10 13:23:00,visit,mobile,referral,data,2026-09-03
U0025,2026-09-10 13:28:00,start_lesson,pc,ad,business,2026-09-03
U0049,2026-09-10 13:30:00,start_lesson,mobile,referral,data,2026-09-03
U0170,2026-09-10 13:34:00,start_trial,mobile,ad,business,2026-09-10
U0170,2026-09-10 13:45:00,start_lesson,mobile,ad,business,2026-09-10
U0082,2026-09-10 13:48:00,visit,mobile,ad,business,2026-09-10
U0082,2026-09-10 14:02:00,view_course,mobile,ad,business,2026-09-10
U0030,2026-09-10 14:08:00,visit,pc,ad,programming,2026-09-10
U0082,2026-09-10 14:21:00,start_trial,mobile,ad,business,2026-09-10
U0170,2026-09-10 14:32:00,complete_lesson,mobile,ad,business,2026-09-10
U0082,2026-09-10 14:39:00,start_lesson,mobile,ad,business,2026-09-10
U0026,2026-09-10 14:40:00,visit,mobile,ad,business,2026-09-09
U0134,2026-09-10 14:53:00,visit,pc,ad,business,2026-09-10
U0134,2026-09-10 14:55:00,view_course,pc,ad,business,2026-09-10
U0226,2026-09-10 14:56:00,visit,mobile,ad,data,2026-09-10
U0226,2026-09-10 15:04:00,view_course,mobile,ad,data,2026-09-10
U0226,2026-09-10 15:08:00,view_course,mobile,ad,data,2026-09-10
U0026,2026-09-10 15:09:00,start_lesson,mobile,ad,business,2026-09-09
U0134,2026-09-10 15:10:00,start_trial,pc,ad,business,2026-09-10
U0226,2026-09-10 15:10:00,start_trial,mobile,ad,data,2026-09-10
U0226,2026-09-10 15:19:00,start_lesson,mobile,ad,data,2026-09-10
U0145,2026-09-10 15:26:00,visit,pc,search,data,2026-09-03
U0246,2026-09-10 15:51:00,visit,pc,ad,data,2026-09-10
U0154,2026-09-10 16:02:00,visit,mobile,ad,business,2026-09-10
U0226,2026-09-10 16:04:00,complete_lesson,mobile,ad,data,2026-09-10
U0246,2026-09-10 16:04:00,view_course,pc,ad,data,2026-09-10
U0090,2026-09-10 16:07:00,visit,pc,referral,business,2026-09-10
U0246,2026-09-10 16:11:00,start_trial,pc,ad,data,2026-09-10
U0090,2026-09-10 16:12:00,view_course,pc,referral,business,2026-09-10
U0154,2026-09-10 16:13:00,view_course,mobile,ad,business,2026-09-10
U0222,2026-09-10 16:22:00,visit,mobile,referral,data,2026-09-09
U0154,2026-09-10 16:29:00,start_trial,mobile,ad,business,2026-09-10
U0218,2026-09-10 16:29:00,visit,pc,referral,programming,2026-09-09
U0246,2026-09-10 16:29:00,start_lesson,pc,ad,data,2026-09-10
U0222,2026-09-10 16:30:00,view_course,mobile,referral,data,2026-09-09
U0154,2026-09-10 16:35:00,start_lesson,mobile,ad,business,2026-09-10
U0146,2026-09-10 17:34:00,visit,mobile,search,data,2026-09-09
U0154,2026-09-10 17:40:00,complete_lesson,mobile,ad,business,2026-09-10
U0146,2026-09-10 17:50:00,start_lesson,mobile,search,data,2026-09-09
U0058,2026-09-10 18:20:00,visit,pc,search,data,2026-09-10
U0086,2026-09-10 18:25:00,visit,mobile,ad,business,2026-09-09
U0058,2026-09-10 18:29:00,view_course,pc,search,data,2026-09-10
U0086,2026-09-10 18:37:00,start_lesson,mobile,ad,business,2026-09-09
U0058,2026-09-10 18:41:00,start_trial,pc,search,data,2026-09-10
U0058,2026-09-10 19:09:00,start_lesson,pc,search,data,2026-09-10
U0058,2026-09-10 19:45:00,complete_lesson,pc,search,data,2026-09-10
U0006,2026-09-10 19:55:00,visit,mobile,search,data,2026-09-10
U0058,2026-09-10 19:55:00,subscribe,pc,search,data,2026-09-10
U0234,2026-09-10 19:57:00,visit,mobile,referral,business,2026-09-10
U0006,2026-09-10 20:00:00,view_course,mobile,search,data,2026-09-10
U0234,2026-09-10 20:05:00,view_course,mobile,referral,business,2026-09-10
U0018,2026-09-10 20:27:00,visit,mobile,search,data,2026-09-10
U0018,2026-09-10 20:29:00,view_course,mobile,search,data,2026-09-10
U0150,2026-09-10 20:29:00,visit,pc,search,programming,2026-09-10
U0018,2026-09-10 20:34:00,view_course,mobile,search,data,2026-09-10
U0018,2026-09-10 20:34:00,start_trial,mobile,search,data,2026-09-10
U0150,2026-09-10 20:35:00,view_course,pc,search,programming,2026-09-10
U0142,2026-09-10 20:36:00,visit,pc,referral,programming,2026-09-10
U0150,2026-09-10 20:41:00,start_trial,pc,search,programming,2026-09-10
U0142,2026-09-10 20:45:00,view_course,pc,referral,programming,2026-09-10
U0018,2026-09-10 20:50:00,start_lesson,mobile,search,data,2026-09-10
U0142,2026-09-10 21:02:00,start_trial,pc,referral,programming,2026-09-10
U0142,2026-09-10 21:24:00,start_lesson,pc,referral,programming,2026-09-10
U0018,2026-09-10 21:44:00,complete_lesson,mobile,search,data,2026-09-10
U0018,2026-09-10 22:08:00,subscribe,mobile,search,data,2026-09-10
U0134,2026-09-11 12:53:00,share,pc,ad,business,2026-09-10
U0174,2026-09-11 13:26:00,visit,pc,search,programming,2026-09-10
U0174,2026-09-11 13:35:00,view_course,pc,search,programming,2026-09-10
U0174,2026-09-11 13:46:00,start_lesson,pc,search,programming,2026-09-10
U0082,2026-09-11 16:08:00,visit,mobile,ad,business,2026-09-10
U0082,2026-09-11 16:15:00,start_lesson,mobile,ad,business,2026-09-10
U0082,2026-09-11 16:16:00,view_course,mobile,ad,business,2026-09-10
U0058,2026-09-11 18:01:00,visit,pc,search,data,2026-09-10
U0058,2026-09-11 18:02:00,view_course,pc,search,data,2026-09-10
U0154,2026-09-11 18:15:00,visit,mobile,ad,business,2026-09-10
U0058,2026-09-11 18:29:00,start_lesson,pc,search,data,2026-09-10
U0142,2026-09-11 19:37:00,visit,pc,referral,programming,2026-09-10
U0142,2026-09-11 19:40:00,view_course,pc,referral,programming,2026-09-10
U0006,2026-09-11 20:43:00,visit,mobile,search,data,2026-09-10
U0006,2026-09-11 20:48:00,view_course,mobile,search,data,2026-09-10
U0006,2026-09-11 20:48:00,start_lesson,mobile,search,data,2026-09-10
U0150,2026-09-11 22:14:00,visit,pc,search,programming,2026-09-10
U0150,2026-09-11 22:17:00,view_course,pc,search,programming,2026-09-10
U0157,2026-09-15 07:42:00,visit,pc,search,business,2026-09-01
U0157,2026-09-15 07:50:00,view_course,pc,search,business,2026-09-01
U0075,2026-09-15 09:26:00,visit,mobile,search,data,2026-09-15
U0075,2026-09-15 09:28:00,view_course,mobile,search,data,2026-09-15
U0109,2026-09-15 09:43:00,visit,mobile,referral,data,2026-09-01
U0211,2026-09-15 09:51:00,visit,mobile,referral,data,2026-09-15
U0179,2026-09-15 10:05:00,visit,mobile,search,data,2026-09-15
U0047,2026-09-15 10:09:00,visit,mobile,search,data,2026-09-15
U0179,2026-09-15 10:10:00,view_course,mobile,search,data,2026-09-15
U0179,2026-09-15 10:17:00,start_trial,mobile,search,data,2026-09-15
U0179,2026-09-15 10:33:00,start_lesson,mobile,search,data,2026-09-15
U0215,2026-09-15 10:33:00,visit,pc,search,data,2026-09-15
U0215,2026-09-15 10:40:00,view_course,pc,search,data,2026-09-15
U0171,2026-09-15 10:45:00,visit,mobile,referral,data,2026-09-15
U0215,2026-09-15 10:47:00,view_course,pc,search,data,2026-09-15
U0215,2026-09-15 10:47:00,start_trial,pc,search,data,2026-09-15
U0171,2026-09-15 10:52:00,view_course,mobile,referral,data,2026-09-15
U0215,2026-09-15 10:57:00,start_lesson,pc,search,data,2026-09-15
U0171,2026-09-15 11:07:00,start_trial,mobile,referral,data,2026-09-15
U0171,2026-09-15 11:08:00,view_course,mobile,referral,data,2026-09-15
U0171,2026-09-15 11:23:00,start_lesson,mobile,referral,data,2026-09-15
U0179,2026-09-15 11:40:00,complete_lesson,mobile,search,data,2026-09-15
U0171,2026-09-15 11:44:00,complete_lesson,mobile,referral,data,2026-09-15
U0055,2026-09-15 11:45:00,visit,pc,ad,programming,2026-09-15
U0179,2026-09-15 11:45:00,subscribe,mobile,search,data,2026-09-15
U0215,2026-09-15 12:01:00,complete_lesson,pc,search,data,2026-09-15
U0119,2026-09-15 12:34:00,visit,mobile,ad,programming,2026-09-15
U0127,2026-09-15 12:39:00,visit,mobile,ad,data,2026-09-15
U0119,2026-09-15 12:43:00,view_course,mobile,ad,programming,2026-09-15
U0127,2026-09-15 12:45:00,view_course,mobile,ad,data,2026-09-15
U0127,2026-09-15 12:47:00,view_course,mobile,ad,data,2026-09-15
U0163,2026-09-15 12:49:00,visit,mobile,search,programming,2026-09-15
U0119,2026-09-15 12:52:00,start_trial,mobile,ad,programming,2026-09-15
U0127,2026-09-15 12:52:00,start_trial,mobile,ad,data,2026-09-15
U0163,2026-09-15 13:02:00,view_course,mobile,search,programming,2026-09-15
U0119,2026-09-15 13:03:00,start_lesson,mobile,ad,programming,2026-09-15
U0127,2026-09-15 13:05:00,start_lesson,mobile,ad,data,2026-09-15
U0063,2026-09-15 13:07:00,visit,mobile,ad,programming,2026-09-15
U0163,2026-09-15 13:08:00,start_trial,mobile,search,programming,2026-09-15
U0063,2026-09-15 13:10:00,view_course,mobile,ad,programming,2026-09-15
U0037,2026-09-15 13:21:00,visit,mobile,ad,programming,2026-09-01
U0163,2026-09-15 13:23:00,start_lesson,mobile,search,programming,2026-09-15
U0251,2026-09-15 13:33:00,visit,mobile,referral,data,2026-09-15
U0037,2026-09-15 13:34:00,view_course,mobile,ad,programming,2026-09-01
U0251,2026-09-15 13:43:00,view_course,mobile,referral,data,2026-09-15
U0206,2026-09-15 13:47:00,visit,pc,ad,programming,2026-09-08
U0119,2026-09-15 13:49:00,complete_lesson,mobile,ad,programming,2026-09-15
U0251,2026-09-15 13:49:00,start_trial,mobile,referral,data,2026-09-15
U0127,2026-09-15 14:07:00,complete_lesson,mobile,ad,data,2026-09-15
U0251,2026-09-15 14:16:00,start_lesson,mobile,referral,data,2026-09-15
U0139,2026-09-15 14:35:00,visit,pc,search,data,2026-09-15
U0251,2026-09-15 14:47:00,complete_lesson,mobile,referral,data,2026-09-15
U0251,2026-09-15 14:58:00,subscribe,mobile,referral,data,2026-09-15
U0005,2026-09-15 15:00:00,visit,mobile,search,data,2026-09-01
U0005,2026-09-15 15:07:00,view_course,mobile,search,data,2026-09-01
U0247,2026-09-15 15:26:00,visit,mobile,ad,data,2026-09-15
U0247,2026-09-15 15:31:00,view_course,mobile,ad,data,2026-09-15
U0247,2026-09-15 15:39:00,start_trial,mobile,ad,data,2026-09-15
U0247,2026-09-15 15:43:00,start_lesson,mobile,ad,data,2026-09-15
U0259,2026-09-15 15:45:00,visit,mobile,ad,business,2026-09-15
U0010,2026-09-15 15:47:00,visit,mobile,search,business,2026-09-08
U0178,2026-09-15 15:56:00,visit,mobile,ad,data,2026-09-08
U0010,2026-09-15 15:59:00,view_course,mobile,search,business,2026-09-08
U0178,2026-09-15 16:00:00,view_course,mobile,ad,data,2026-09-08
U0010,2026-09-15 16:02:00,start_lesson,mobile,search,business,2026-09-08
U0178,2026-09-15 16:03:00,start_lesson,mobile,ad,data,2026-09-08
U0247,2026-09-15 16:19:00,complete_lesson,mobile,ad,data,2026-09-15
U0247,2026-09-15 16:34:00,subscribe,mobile,ad,data,2026-09-15
U0199,2026-09-15 17:00:00,visit,mobile,referral,data,2026-09-15
U0199,2026-09-15 17:09:00,view_course,mobile,referral,data,2026-09-15
U0199,2026-09-15 17:25:00,start_trial,mobile,referral,data,2026-09-15
U0199,2026-09-15 17:27:00,view_course,mobile,referral,data,2026-09-15
U0059,2026-09-15 17:29:00,visit,mobile,referral,programming,2026-09-15
U0175,2026-09-15 17:31:00,visit,mobile,search,programming,2026-09-15
U0199,2026-09-15 17:32:00,start_lesson,mobile,referral,data,2026-09-15
U0059,2026-09-15 17:33:00,view_course,mobile,referral,programming,2026-09-15
U0175,2026-09-15 17:35:00,view_course,mobile,search,programming,2026-09-15
U0199,2026-09-15 18:38:00,complete_lesson,mobile,referral,data,2026-09-15
U0011,2026-09-15 20:39:00,visit,mobile,ad,data,2026-09-15
U0011,2026-09-15 20:49:00,view_course,mobile,ad,data,2026-09-15
U0127,2026-09-16 01:39:00,share,mobile,ad,data,2026-09-15
U0171,2026-09-16 03:45:00,share,mobile,referral,data,2026-09-15
U0075,2026-09-16 07:29:00,visit,mobile,search,data,2026-09-15
U0191,2026-09-16 08:26:00,visit,mobile,referral,data,2026-09-16
U0191,2026-09-16 08:36:00,view_course,mobile,referral,data,2026-09-16
U0191,2026-09-16 08:41:00,start_trial,mobile,referral,data,2026-09-16
U0191,2026-09-16 08:58:00,start_lesson,mobile,referral,data,2026-09-16
U0091,2026-09-16 09:05:00,visit,mobile,search,programming,2026-09-16
U0091,2026-09-16 09:13:00,view_course,mobile,search,programming,2026-09-16
U0199,2026-09-16 10:00:00,share,mobile,referral,data,2026-09-15
U0155,2026-09-16 10:24:00,visit,mobile,ad,business,2026-09-16
U0094,2026-09-16 10:27:00,visit,mobile,ad,business,2026-09-09
U0211,2026-09-16 10:32:00,visit,mobile,referral,data,2026-09-15
U0094,2026-09-16 10:34:00,view_course,mobile,ad,business,2026-09-09
U0070,2026-09-16 10:35:00,visit,mobile,referral,programming,2026-09-09
U0155,2026-09-16 10:38:00,view_course,mobile,ad,business,2026-09-16
U0211,2026-09-16 10:46:00,view_course,mobile,referral,data,2026-09-15
U0155,2026-09-16 10:56:00,start_trial,mobile,ad,business,2026-09-16
U0155,2026-09-16 11:16:00,start_lesson,mobile,ad,business,2026-09-16
U0227,2026-09-16 11:16:00,visit,mobile,referral,programming,2026-09-16
U0227,2026-09-16 11:19:00,view_course,mobile,referral,programming,2026-09-16
U0042,2026-09-16 11:20:00,visit,mobile,referral,business,2026-09-09
U0227,2026-09-16 11:36:00,start_trial,mobile,referral,programming,2026-09-16
U0158,2026-09-16 11:50:00,visit,mobile,ad,data,2026-09-09
U0207,2026-09-16 12:05:00,visit,mobile,ad,data,2026-09-16
U0207,2026-09-16 12:07:00,view_course,mobile,ad,data,2026-09-16
U0207,2026-09-16 12:26:00,view_course,mobile,ad,data,2026-09-16
U0243,2026-09-16 12:40:00,visit,mobile,search,programming,2026-09-16
U0243,2026-09-16 12:47:00,view_course,mobile,search,programming,2026-09-16
U0243,2026-09-16 12:51:00,view_course,mobile,search,programming,2026-09-16
U0243,2026-09-16 12:51:00,start_trial,mobile,search,programming,2026-09-16
U0122,2026-09-16 12:54:00,visit,mobile,ad,data,2026-09-09
U0147,2026-09-16 13:09:00,visit,mobile,ad,business,2026-09-16
U0231,2026-09-16 13:57:00,visit,mobile,search,data,2026-09-16
U0231,2026-09-16 14:02:00,view_course,mobile,search,data,2026-09-16
U0231,2026-09-16 14:10:00,view_course,mobile,search,data,2026-09-16
U0131,2026-09-16 14:15:00,visit,mobile,referral,programming,2026-09-16
U0138,2026-09-16 15:02:00,visit,mobile,ad,data,2026-09-09
U0239,2026-09-16 15:10:00,visit,mobile,search,data,2026-09-16
U0239,2026-09-16 15:11:00,view_course,mobile,search,data,2026-09-16
U0110,2026-09-16 15:16:00,visit,mobile,search,business,2026-09-09
U0110,2026-09-16 15:40:00,start_lesson,mobile,search,business,2026-09-09
U0050,2026-09-16 15:52:00,visit,mobile,ad,business,2026-09-09
U0050,2026-09-16 15:53:00,view_course,mobile,ad,business,2026-09-09
U0143,2026-09-16 16:04:00,visit,mobile,search,data,2026-09-16
U0223,2026-09-16 16:04:00,visit,mobile,ad,programming,2026-09-16
U0199,2026-09-16 16:11:00,visit,mobile,referral,data,2026-09-15
U0143,2026-09-16 16:15:00,view_course,mobile,search,data,2026-09-16
U0199,2026-09-16 16:15:00,view_course,mobile,referral,data,2026-09-15
U0223,2026-09-16 16:17:00,view_course,mobile,ad,programming,2026-09-16
U0050,2026-09-16 16:19:00,start_lesson,mobile,ad,business,2026-09-09
U0247,2026-09-16 16:31:00,visit,mobile,ad,data,2026-09-15
U0103,2026-09-16 16:34:00,visit,pc,search,data,2026-09-16
U0143,2026-09-16 16:34:00,view_course,mobile,search,data,2026-09-16
U0247,2026-09-16 16:38:00,start_lesson,mobile,ad,data,2026-09-15
U0139,2026-09-16 17:15:00,visit,pc,search,data,2026-09-15
U0139,2026-09-16 17:22:00,view_course,pc,search,data,2026-09-15
U0139,2026-09-16 17:33:00,start_lesson,pc,search,data,2026-09-15
U0087,2026-09-16 17:47:00,visit,mobile,ad,data,2026-09-16
U0029,2026-09-16 17:53:00,visit,pc,referral,data,2026-09-02
U0169,2026-09-16 17:54:00,visit,mobile,referral,data,2026-09-02
U0087,2026-09-16 17:56:00,view_course,mobile,ad,data,2026-09-16
U0181,2026-09-16 17:58:00,visit,pc,ad,data,2026-09-02
U0029,2026-09-16 17:59:00,view_course,pc,referral,data,2026-09-02
U0159,2026-09-16 18:05:00,visit,mobile,search,data,2026-09-16
U0159,2026-09-16 18:07:00,view_course,mobile,search,data,2026-09-16
U0169,2026-09-16 18:07:00,view_course,mobile,referral,data,2026-09-02
U0181,2026-09-16 18:07:00,start_lesson,pc,ad,data,2026-09-02
U0087,2026-09-16 18:14:00,start_trial,mobile,ad,data,2026-09-16
U0169,2026-09-16 18:19:00,start_lesson,mobile,referral,data,2026-09-02
U0159,2026-09-16 18:20:00,start_trial,mobile,search,data,2026-09-16
U0087,2026-09-16 18:22:00,start_lesson,mobile,ad,data,2026-09-16
U0159,2026-09-16 18:26:00,view_course,mobile,search,data,2026-09-16
U0023,2026-09-16 18:43:00,visit,pc,referral,data,2026-09-16
U0023,2026-09-16 18:52:00,view_course,pc,referral,data,2026-09-16
U0023,2026-09-16 18:56:00,start_trial,pc,referral,data,2026-09-16
U0087,2026-09-16 19:06:00,complete_lesson,mobile,ad,data,2026-09-16
U0023,2026-09-16 19:14:00,start_lesson,pc,referral,data,2026-09-16
U0087,2026-09-16 19:15:00,subscribe,mobile,ad,data,2026-09-16
U0242,2026-09-16 19:50:00,visit,mobile,ad,data,2026-09-09
U0242,2026-09-16 20:03:00,view_course,mobile,ad,data,2026-09-09
U0019,2026-09-16 20:06:00,visit,mobile,search,programming,2026-09-16
U0023,2026-09-16 20:07:00,complete_lesson,pc,referral,data,2026-09-16
U0019,2026-09-16 20:08:00,view_course,mobile,search,programming,2026-09-16
U0147,2026-09-16 20:09:00,share,mobile,ad,business,2026-09-16
U0019,2026-09-16 20:10:00,start_trial,mobile,search,programming,2026-09-16
U0242,2026-09-16 20:11:00,start_lesson,mobile,ad,data,2026-09-09
U0103,2026-09-16 21:34:00,share,pc,search,data,2026-09-16
U0027,2026-09-16 21:40:00,visit,pc,ad,data,2026-09-16
U0027,2026-09-16 21:53:00,view_course,pc,ad,data,2026-09-16
U0031,2026-09-16 21:54:00,visit,mobile,ad,programming,2026-09-16
U0031,2026-09-16 22:01:00,view_course,mobile,ad,programming,2026-09-16
U0027,2026-09-16 22:03:00,view_course,pc,ad,data,2026-09-16
U0031,2026-09-16 22:08:00,start_trial,mobile,ad,programming,2026-09-16
U0031,2026-09-16 22:20:00,view_course,mobile,ad,programming,2026-09-16
U0031,2026-09-16 22:32:00,start_lesson,mobile,ad,programming,2026-09-16
U0011,2026-09-16 22:33:00,visit,mobile,ad,data,2026-09-15
U0011,2026-09-16 22:37:00,view_course,mobile,ad,data,2026-09-15
U0230,2026-09-16 22:50:00,visit,mobile,search,data,2026-09-09
U0230,2026-09-16 23:19:00,start_lesson,mobile,search,data,2026-09-09
U0250,2026-09-17 06:43:00,visit,mobile,search,data,2026-09-10
U0250,2026-09-17 06:49:00,view_course,mobile,search,data,2026-09-10
U0034,2026-09-17 07:47:00,visit,pc,ad,data,2026-09-10
U0034,2026-09-17 07:59:00,start_lesson,pc,ad,data,2026-09-10
U0051,2026-09-17 08:05:00,visit,mobile,ad,data,2026-09-17
U0051,2026-09-17 08:13:00,view_course,mobile,ad,data,2026-09-17
U0051,2026-09-17 08:20:00,start_trial,mobile,ad,data,2026-09-17
U0123,2026-09-17 08:36:00,visit,mobile,search,business,2026-09-17
U0123,2026-09-17 08:43:00,view_course,mobile,search,business,2026-09-17
U0051,2026-09-17 08:46:00,start_lesson,mobile,ad,data,2026-09-17
U0123,2026-09-17 08:52:00,start_trial,mobile,search,business,2026-09-17
U0231,2026-09-17 08:57:00,share,mobile,search,data,2026-09-16
U0123,2026-09-17 09:14:00,start_lesson,mobile,search,business,2026-09-17
U0015,2026-09-17 09:23:00,visit,mobile,search,business,2026-09-17
U0015,2026-09-17 09:25:00,view_course,mobile,search,business,2026-09-17
U0111,2026-09-17 09:26:00,visit,pc,ad,programming,2026-09-17
U0111,2026-09-17 09:31:00,view_course,pc,ad,programming,2026-09-17
U0051,2026-09-17 09:50:00,complete_lesson,mobile,ad,data,2026-09-17
U0155,2026-09-17 10:01:00,visit,mobile,ad,business,2026-09-16
U0091,2026-09-17 10:23:00,visit,mobile,search,programming,2026-09-16
U0091,2026-09-17 10:26:00,view_course,mobile,search,programming,2026-09-16
U0255,2026-09-17 10:26:00,visit,mobile,search,programming,2026-09-17
U0007,2026-09-17 10:29:00,visit,mobile,search,programming,2026-09-17
U0255,2026-09-17 10:35:00,view_course,mobile,search,programming,2026-09-17
U0007,2026-09-17 10:36:00,view_course,mobile,search,programming,2026-09-17
U0255,2026-09-17 10:43:00,start_trial,mobile,search,programming,2026-09-17
U0003,2026-09-17 10:44:00,visit,mobile,search,data,2026-09-17
U0255,2026-09-17 10:53:00,start_lesson,mobile,search,programming,2026-09-17
